wallet,total_transactions,deposit_count,borrow_count,repay_count,redeem_count,liquidation_count,total_deposit_volume,total_borrow_volume,total_repay_volume,account_age_days,avg_tx_interval,liquidation_ratio,repayment_ratio,borrow_utilization,asset_diversity,action_diversity,time_regularity,deposit_size_consistency,credit_score,activity_score,risk_score,reliability_score,sophistication_score
0x000ab43e658935ba39504a1424b01756c1e9644c,2,1,1,0,0,0,113652379383.43968,11365237938.343967,0.0,0.0005092592592592592,0.0005092592592592592,0.0,0.0,0.09999999999999999,1,2,0.0,0.0,301,19,177,175,80
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,77,49,0,0,28,0,273511544478460.5,0.0,0.0,123.26833333333333,1.621951754385965,0.0,0.0,0.0,8,2,1.639496405349295,2.3227932588380846,490,79,180,146,185
0x000c8e2871750f458bf1de8ab528dda09bc95db6,4,1,1,1,1,0,5480588573862458.0,2366767191230522.0,2366767191230522.0,0.0006944444444444445,0.0002314814814814815,0.0,1.0,0.4318454412940063,2,4,0.14142134916624205,0.0,527,56,202,173,95
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,71,20,20,17,14,0,187610630403321.75,963.8765146793129,933.0977900335209,66.14396990740741,0.9449138558201059,0.0,0.9680677719842233,5.1376433873026785e-12,4,4,1.5086922784081755,1.5126398721231211,579,89,214,151,125
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,6,4,1,1,0,0,282105637602505.25,40.10267633402085,40.31433339845018,30.66425925925926,6.132851851851852,0.0,1.0052778787796208,1.4215482070771887e-13,2,3,1.7154512387802616,0.050320225065024635,534,52,215,171,95
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,1,0,0,0,0,1218108806.2153707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,1,0,0,0,0,139205585052.03293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,8,1,3,2,2,0,760406186165331.4,886.7244790708098,503.6501564107848,80.57099537037037,11.510142195767196,0.0,0.5679894581669326,1.1661194966633447e-12,3,4,2.31309923411577,0.0,584,96,200,178,110
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,8,6,0,0,2,0,7053997334319022.0,0.0,0.0,20.31818287037037,2.902597552910053,0.0,0.0,0.0,2,2,1.559927519982914,1.4226147950692667,359,29,180,156,95
0x000e840a3122ec28d0c29321db172375cb049762,10,5,2,2,1,0,700190083689281.0,216.8257036891647,217.3913973215126,26.296134259259258,2.921792695473251,0.0,1.0026089786530055,3.096669157990876e-13,2,4,1.6631638061842313,0.645792918679555,539,69,215,160,95
0x000e9bd1d42999446d60ff60f1fb3afb13604202,22,8,6,4,4,0,66654123810212.97,34.630956155900854,35.37800801727156,1.9734722222222223,0.09397486772486772,0.0,1.021571794264289,5.195620942300134e-13,3,4,2.6172552776968407,0.7513970928117712,525,57,216,141,110
0x000eab293e332bd6e67018a9150e8807bfac3233,1,1,0,0,0,0,1097254760600.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,2,1,0,0,1,0,102377389231888.67,0.0,0.0,15.675266203703703,15.675266203703703,0.0,0.0,0.0,2,2,0.0,0.0,366,26,180,214,95
0x000f4432a40560bbff1b581a8b7aded8dab80026,25,7,6,3,9,0,3.1488764002887656e+16,17603.97911970302,17566.377247476397,18.144305555555555,0.7560127314814814,0.0,0.9978640129046428,5.590558942894253e-13,4,4,2.619352573476484,0.8649062245524519,548,65,215,142,125
0x000f7f22bfc28d940d4b68e13213ab17cf107790,73,26,19,13,15,0,4.094270498824155e+19,3.443628028011005e+19,3.433472565069429e+19,2.827002314814815,0.03926392103909465,0.0,0.9970509407929747,0.8410846398644131,5,4,4.643109111858223,1.1950202817412787,504,58,190,116,140
0x000f908720f9ce164d90f4fc89459fab4442907f,96,32,30,17,17,0,1533514206332144.0,796443100395630.6,792775870146905.4,1.3537152777777777,0.014249634502923976,0.0,0.9953954899641876,0.5193581494758771,2,4,4.3325362267546,0.8959395244447962,473,58,199,121,95
0x000fbfec300959d0f2f327728a889c1f5de8e2df,8,3,1,1,3,0,591428253568978.1,140010630600290.28,139700011487765.88,8.035497685185184,1.1479282407407407,0.0,0.9977814605134436,0.23673307752106043,2,4,1.1906716209960628,1.3787641200192042,519,60,208,156,95
0x0011730224657eb527cf736039854c3a3f140e63,4,1,1,1,1,0,1507324205025001.8,738025356182590.2,738025356182590.2,0.0015972222222222223,0.0005324074074074074,0.0,1.0,0.4896261558875111,2,4,0.40940424883398113,0.0,522,56,201,170,95
0x00120ea6fdbaf057eadc1bd149f957488444e92c,4,2,1,1,0,0,261125891711734.03,2.6029677882195146,2.6163774015531502,0.05458333333333333,0.018194444444444444,0.0,1.005151663187814,9.96824853773222e-15,2,3,1.035511389481329,0.0010249702317120099,511,38,215,164,95
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,2,0,0,0,0,2296181487521.5225,0.0,0.0,2.7753703703703705,2.7753703703703705,0.0,0.0,0.0,1,1,0.0,0.02131123229863577,293,1,180,182,80
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,231,101,24,93,11,2,1.838633810321085e+16,4965173744632387.0,935131957295062.5,62.002928240740744,0.26957794887278586,0.008658008658008658,0.1883382144091109,0.27004690747883653,7,5,5.263643684370447,2.9341297629861374,352,107,177,98,170
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,1,0,0,0,0,204240431458.08832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,2,0,0,0,0,2.435337781859825,0.0,0.0,6.0942592592592595,6.0942592592592595,0.0,0.0,0.0,1,1,0.0,0.06728167726011948,223,3,180,190,0
0x0014dfac19477a83d7354e6eaac28642c1959398,36,10,6,9,11,0,8.672151626282624e+16,18149.001627910842,18188.824774686094,30.192581018518517,0.8626451719576719,0.0,1.0021942334675868,2.0927910869208976e-13,3,4,1.776149663663436,0.7855392228799354,549,71,215,152,110
0x001589fe1923c2118f34e4277f2ef650fcbf0161,30,19,2,0,9,0,3758467113608674.5,1419946916528212.8,0.0,132.77488425925927,4.5784442848020435,0.0,0.0,0.37779947877869213,5,3,2.753344553950126,2.0494710424356426,454,102,169,143,140
0x00159370cbe576b765a7fb2e78582e0cb563d445,19,10,7,0,2,0,2451090777406979.5,2348736820286721.5,0.0,20.828761574074075,1.157153420781893,0.0,0.0,0.9582414661816243,5,3,1.9398825644682234,1.2078330665037433,388,48,151,149,140
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,2,1,0,0,1,0,14.143677216766179,0.0,0.0,0.02034722222222222,0.02034722222222222,0.0,0.0,0.0,1,2,0.0,0.0,224,19,180,175,0
0x0016469a65facda9e86fd0ae0e9661128843c224,2,1,1,0,0,0,20668510838.36642,4676133673.838557,0.0,0.0,0.0,0.0,0.0,0.22624434389140274,1,2,0.0,0.0,297,19,173,175,80
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,1,0,0,0,0,202456720023.76752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x00183135585d70a523d61b2e43037a7138b36906,54,15,13,10,16,0,1662229387057669.5,3849790053752160.0,1709073425633665.8,57.14190972222222,1.0781492400419288,0.0,0.44393938416665973,2.316040182977823,6,4,2.571373742232105,2.2977057154108125,409,84,136,134,155
0x00184e8aa1e95f491f2d9601e12b540092160ded,4,1,1,1,1,0,102305711108000.1,24984797105800.02,24984797105800.02,0.0008333333333333334,0.0002777777777777778,0.0,1.0,0.24421703182752483,2,4,0.18002056745491693,0.0,532,56,208,173,95
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,72,0,0,0,0,260583128.6238107,0.0,0.0,22.195231481481482,0.31260889410537296,0.0,0.0,0.0,3,1,3.0166256518350085,1.3301454596628197,335,11,180,134,110
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,2,0,0,0,0,2.259609878203447,0.0,0.0,5.458935185185185,5.458935185185185,0.0,0.0,0.0,1,1,0.0,0.023492483605480542,221,3,180,188,0
0x0018d044b946ede86b43bb3b964a45772a5abeb9,22,9,2,2,9,0,2.872033114686218e+16,1.1215514727063227,1.121345368530205,53.29346064814815,2.537783840388007,0.0,0.9998162329762535,3.9050784859381995e-17,3,4,3.3358464130292824,2.8275568584519504,534,82,215,126,110
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,5,0,1,2,2,0,0.0,79.00412443596895,158.72329212505053,14.21355324074074,3.553388310185185,0.0,2.0090507078993345,0.0,3,3,1.7317348834060946,0.0,490,44,251,165,30
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,1,0,0,0,0,126608392264.04059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x001b024b98ee862aa01eea595c4c16a0213d2611,2,1,1,0,0,0,901292526286305.2,498.74059439622636,0.0,0.0014351851851851852,0.0014351851851851852,0.0,0.0,5.533615112190513e-13,2,2,0.0,0.0,319,19,180,175,95
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,32,10,6,7,9,0,46710787684152.52,234.87821429900868,235.2622310010467,23.079467592592593,0.744498954599761,0.0,1.0016349609229793,5.028350536223035e-12,3,4,2.7927816296309733,2.1198959943085294,525,68,215,132,110
0x001bc97d92e1a30b02d4e75be25f06063555d556,45,12,10,9,14,0,1.1472342231228866e+17,54445.83740909293,54503.63129933802,9.53417824074074,0.2166858691077441,0.0,1.0010614932746986,4.745834487127302e-13,4,4,3.8457966949860465,0.9292230267694921,528,61,215,127,125
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,2,0,0,0,0,1586084926828.216,0.0,0.0,20.678125,20.678125,0.0,0.0,0.0,2,1,0.0,0.9999999999812312,355,10,180,220,95
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,2,0,0,0,0,1812428653548.6912,0.0,0.0,9.698611111111111,9.698611111111111,0.0,0.0,0.0,2,1,0.0,0.999999999999989,322,5,180,193,95
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,1,0,0,0,0,1565990185332.6885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,1,0,0,0,0,1.1337851305503868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,1,0,0,0,0,566.6408226639782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,6,5,0,0,1,0,1196303231679944.8,0.0,0.0,68.25821759259259,13.651643518518517,0.0,0.0,0.0,2,2,0.7592980595238502,1.7105932984314784,417,52,180,190,95
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,1,0,0,0,0,0.023605146373711014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,2,0,0,0,0,1157956333789.602,0.0,0.0,6.116898148148148,6.116898148148148,0.0,0.0,0.0,2,1,0.0,0.9999999999999836,312,3,180,184,95
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,1,0,0,0,0,1105702376236.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x002379916ac42a432f3b53f16782d33267debb4c,1,1,0,0,0,0,1188650795292.2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,2,0,0,0,0,2.259609878203447,0.0,0.0,5.45849537037037,5.45849537037037,0.0,0.0,0.0,1,1,0.0,0.023492483605480542,221,3,180,188,0
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,2,0,0,0,0,15.189578905507386,0.0,0.0,0.0008564814814814815,0.0008564814814814815,0.0,0.0,0.0,1,1,0.0,0.33333333389478265,203,0,180,173,0
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,1,0,0,0,0,5.129981410556754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,2,0,0,0,0,3103305498262.0957,0.0,0.0,1.014375,1.014375,0.0,0.0,0.0,1,1,0.0,0.03566675143650201,288,1,180,177,80
0x0024461e7a8ce7157866eaa4c24b702d328250ce,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,1,0,0,0,0,26044090290.244564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x00246f7813397868b1beec56e1677efa47816dae,44,30,9,2,3,0,7.438978731874704e+18,5.816299443463209e+18,5.472177717614791e+18,21.02681712962963,0.4889957472006891,0.0,0.9408349365101606,0.7818680027328748,1,4,1.3762874261783633,2.3404452995300966,482,67,190,146,80
0x0025a856d01a898bd52286d56c52323b13937b65,1,1,0,0,0,0,142202497421.8183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x00261d225db379b3fc74cd0228d6f90582d39035,2,1,1,0,0,0,32239917783.138004,4713438272.388597,0.0,0.0,0.0,0.0,0.0,0.14619883040935672,1,2,0.0,0.0,299,19,176,175,80
0x00262ffcfda82b5582d1905ca05b849f196b0419,10,4,3,1,2,0,101.41967361600112,57.24285810787879,56.95340624693982,3.7604166666666665,0.41782407407407407,0.0,0.9949434414963441,0.5644157200171418,2,4,2.803094476994287,0.1804208649318892,415,58,198,144,15
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,1,0,0,0,0,162091424281.99927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,1,0,0,0,0,1.862989298047552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,1,0,0,0,0,204590866403.1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x002775390698ef16589bb22bba37ae7906ae2f36,30,17,7,5,1,0,81790043756761.55,68522936271816.07,3386308266868.168,20.264166666666668,0.698764367816092,0.0,0.049418610046647674,0.8377906787236717,5,4,1.9685707334900195,2.3072924014851472,403,66,157,140,140
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,1,0,0,0,0,1.8864509259060727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x0027f7335d610f15b325baa5798414548720fcaa,13,6,2,2,3,0,646588504693710.5,1568.6763662421108,1571.6110933811847,1.3520833333333333,0.11267361111111111,0.0,1.0018708302121644,2.4260814333301427e-12,2,4,2.727587479957092,2.236067977478785,498,57,215,131,95
0x00283b611db7844cb5677b311afd67c8e3078518,1,1,0,0,0,0,7.201520673920151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,1,0,0,0,0,37375320100.34612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,285,0,180,175,80
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,2,0,0,0,0,2123490954986.433,0.0,0.0,3.714583333333333,3.714583333333333,0.0,0.0,0.0,1,1,0.0,0.018136551852852022,296,2,180,184,80
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,1,0,0,0,0,1.1058755718750977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,41,12,10,5,14,0,2085940883981687.2,962299598210510.2,583822.8517532286,82.66001157407408,2.066500289351852,0.0,6.066955164887359e-10,0.46132639980364776,6,4,2.5333405385037637,2.9186254649164334,451,97,166,133,155
0x002bb13a55bf4525f02717708dd4534ecc475193,2,2,0,0,0,0,3.1415513028579416,0.0,0.0,0.000787037037037037,0.000787037037037037,0.0,0.0,0.0,1,1,0.0,0.499875205464038,202,0,180,172,0
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,1,0,0,0,0,1.1597473478486582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,205,0,180,175,0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,5,2,1,1,1,0,354758737505.12683,2.7225309172016465,2.7225309172016465,18.024618055555557,4.506154513888889,0.0,1.0,7.674316738040319e-12,2,4,1.7318194714400814,0.9999999999710971,536,65,215,161,95
0x002d2715b179d0db3e17cc28317a98f2f65e6884,253,98,64,38,53,0,1.7170246815323565e+17,3.1579052641518684e+16,1.31216618894225e+16,101.88613425925926,0.40431005658436214,0.0,0.41551790797456484,0.1839172900725923,8,4,2.666428140210374,1.617064159867061,518,108,189,136,185
